area,ticket_date,waste_type,net_weight_kg,temperature (C),humidity (%),Holiday,,
Boralesgamuwa UC,07/02/2017,MSW,19290,29.11,84.6,0,,
Boralesgamuwa UC,08/02/2017,MSW,17200,32.08,72.54,0,,
Boralesgamuwa UC,09/02/2017,MSW,22870,31.57,65.89,0,,
Boralesgamuwa UC,10/02/2017,MSW,31300,30.26,79.79,1,,
Boralesgamuwa UC,11/02/2017,MSW,21190,28.55,64.11,0,,
Boralesgamuwa UC,12/02/2017,MSW,21690,29.2,79.1,0,,
Boralesgamuwa UC,13/02/2017,MSW,26630,27.52,94.81,0,,
Boralesgamuwa UC,14/02/2017,MSW,25550,30.28,75.55,1,,
Boralesgamuwa UC,15/02/2017,MSW,42240,30.69,85.51,0,,
Boralesgamuwa UC,16/02/2017,MSW,29080,28.55,64.33,0,,
Boralesgamuwa UC,17/02/2017,MSW,27080,27.75,92.68,0,,
Boralesgamuwa UC,18/02/2017,MSW,17190,30.03,92.12,0,,
Boralesgamuwa UC,19/02/2017,MSW,21050,26.48,74.34,0,,
Boralesgamuwa UC,20/02/2017,MSW,15680,24.93,86.01,0,,
Boralesgamuwa UC,21/02/2017,MSW,31830,32.33,79.8,0,,
Boralesgamuwa UC,22/02/2017,MSW,22080,29.44,69.98,0,,
Boralesgamuwa UC,23/02/2017,MSW,29480,24.07,76.92,0,,
Boralesgamuwa UC,24/02/2017,MSW,30060,30.67,89.76,1,,
Boralesgamuwa UC,25/02/2017,MSW,24970,32.17,66.2,0,,
Boralesgamuwa UC,26/02/2017,MSW,22960,23.02,65.74,0,,
Boralesgamuwa UC,27/02/2017,MSW,23910,25.29,82.13,0,,
Boralesgamuwa UC,28/02/2017,MSW,20590,23.7,78.11,0,,
Boralesgamuwa UC,01/03/2017,MSW,32260,29.61,83.55,0,,
Boralesgamuwa UC,02/03/2017,MSW,31960,26.94,64.08,0,,
Boralesgamuwa UC,03/03/2017,MSW,29870,31.95,67.14,0,,
Boralesgamuwa UC,04/03/2017,MSW,20020,31.64,70.03,0,,
Boralesgamuwa UC,05/03/2017,MSW,34060,24.33,61.29,0,,
Boralesgamuwa UC,06/03/2017,MSW,24210,25.58,71.46,0,,
Boralesgamuwa UC,07/03/2017,MSW,20950,29.15,86.73,0,,
Boralesgamuwa UC,08/03/2017,MSW,35350,28.29,85.75,0,,
Boralesgamuwa UC,09/03/2017,MSW,10060,30.99,81.13,0,,
Boralesgamuwa UC,10/03/2017,MSW,20500,27.39,84.42,0,,
Boralesgamuwa UC,11/03/2017,MSW,18380,26.87,89.3,0,,
Boralesgamuwa UC,12/03/2017,MSW,27070,29.21,67.72,1,,
Boralesgamuwa UC,13/03/2017,MSW,23720,28.69,63.76,1,,
Boralesgamuwa UC,14/03/2017,MSW,23000,31.48,90.77,0,,
Boralesgamuwa UC,15/03/2017,MSW,33900,29.89,88.26,0,,
Boralesgamuwa UC,16/03/2017,MSW,36050,30.04,75.92,0,,
Boralesgamuwa UC,17/03/2017,MSW,28190,30.21,92.7,0,,
Boralesgamuwa UC,18/03/2017,MSW,26840,31.22,92.81,0,,
Boralesgamuwa UC,19/03/2017,MSW,10980,24.95,90.63,0,,
Boralesgamuwa UC,20/03/2017,MSW,24040,30.12,67.22,1,,
Boralesgamuwa UC,21/03/2017,MSW,45920,32.58,79.43,0,,
Boralesgamuwa UC,22/03/2017,MSW,36910,23.52,77.19,0,,
Boralesgamuwa UC,23/03/2017,MSW,39530,23.68,75.61,0,,
Boralesgamuwa UC,24/03/2017,MSW,49080,27.67,88.67,0,,
Boralesgamuwa UC,25/03/2017,MSW,29510,28.8,80.1,0,,
Boralesgamuwa UC,26/03/2017,MSW,12930,29.8,93.44,0,,
Boralesgamuwa UC,27/03/2017,MSW,21880,23.15,88.36,0,,
Boralesgamuwa UC,28/03/2017,MSW,26180,25.19,62.99,0,,
Boralesgamuwa UC,29/03/2017,MSW,32210,30.61,70.55,0,,
Boralesgamuwa UC,30/03/2017,MSW,25840,29.03,82.04,0,,
Boralesgamuwa UC,31/03/2017,MSW,31440,23.33,71.04,0,,
Boralesgamuwa UC,01/04/2017,MSW,31720,27.62,76.02,0,,
Boralesgamuwa UC,02/04/2017,MSW,13460,27.33,65.15,0,,
Boralesgamuwa UC,03/04/2017,MSW,23980,28.82,77.02,0,,
Boralesgamuwa UC,04/04/2017,MSW,45470,27.19,65.71,0,,
Boralesgamuwa UC,05/04/2017,MSW,28680,24.53,84.25,0,,
Boralesgamuwa UC,06/04/2017,MSW,19280,31.54,77.3,0,,
Boralesgamuwa UC,07/04/2017,MSW,28790,31.68,78.19,0,,
Boralesgamuwa UC,08/04/2017,MSW,22040,29.87,90.8,0,,
Boralesgamuwa UC,09/04/2017,MSW,14730,28.41,90.87,0,,
Boralesgamuwa UC,10/04/2017,MSW,28270,29.13,74.06,1,,
Boralesgamuwa UC,11/04/2017,MSW,30570,29.99,94.37,0,,
Boralesgamuwa UC,12/04/2017,MSW,30480,25.62,63.04,1,,
Boralesgamuwa UC,13/04/2017,MSW,24600,32.68,91.07,1,,
Boralesgamuwa UC,14/04/2017,MSW,5070,26.45,80.65,1,,
Boralesgamuwa UC,15/04/2017,MSW,8300,28.04,70.56,0,,
Boralesgamuwa UC,16/04/2017,MSW,7990,24.41,75.4,1,,
Boralesgamuwa UC,17/04/2017,MSW,14320,23.82,80.75,0,,
Boralesgamuwa UC,18/04/2017,MSW,23790,30.36,93.94,0,,
Boralesgamuwa UC,19/04/2017,MSW,22430,27.73,88.68,0,,
Boralesgamuwa UC,20/04/2017,MSW,31780,29.65,68.63,0,,
Boralesgamuwa UC,21/04/2017,MSW,35380,27.37,60.2,0,,
Boralesgamuwa UC,22/04/2017,MSW,14010,26.58,80.18,0,,
Boralesgamuwa UC,23/04/2017,MSW,11100,23.86,91.51,0,,
Boralesgamuwa UC,24/04/2017,MSW,29090,31.05,62,0,,
Boralesgamuwa UC,25/04/2017,MSW,27130,31.45,65.11,0,,
Boralesgamuwa UC,26/04/2017,MSW,40910,25.8,64.69,0,,
Boralesgamuwa UC,27/04/2017,MSW,31980,31.64,92.61,0,,
Boralesgamuwa UC,28/04/2017,MSW,28270,25.51,62.06,0,,
Boralesgamuwa UC,29/04/2017,MSW,24470,25.77,86.08,0,,
Boralesgamuwa UC,30/04/2017,MSW,19720,25.7,68.38,0,,
Boralesgamuwa UC,01/05/2017,MSW,26560,24.89,70.92,1,,
Boralesgamuwa UC,02/05/2017,MSW,24110,26.46,69.83,0,,
Boralesgamuwa UC,03/05/2017,MSW,13960,23.42,79.61,0,,
Boralesgamuwa UC,04/05/2017,MSW,42830,27.75,66.37,0,,
Boralesgamuwa UC,05/05/2017,MSW,31960,32.9,71.62,0,,
Boralesgamuwa UC,06/05/2017,MSW,37760,31.13,60.97,0,,
Boralesgamuwa UC,07/05/2017,MSW,26480,29.71,69.92,0,,
Boralesgamuwa UC,08/05/2017,MSW,23480,28.96,77.37,0,,
Boralesgamuwa UC,09/05/2017,MSW,11720,29.26,90.98,0,,
Boralesgamuwa UC,10/05/2017,MSW,23160,29.19,81.29,1,,
Boralesgamuwa UC,11/05/2017,MSW,22630,30.7,60.65,1,,
Boralesgamuwa UC,12/05/2017,MSW,45780,29.74,92.65,0,,
Boralesgamuwa UC,13/05/2017,MSW,20170,28.15,62.03,0,,
Boralesgamuwa UC,14/05/2017,MSW,9100,32.48,65.03,1,,
Boralesgamuwa UC,15/05/2017,MSW,32720,25,72.07,0,,
Boralesgamuwa UC,16/05/2017,MSW,33030,26.69,72.01,0,,
Boralesgamuwa UC,17/05/2017,MSW,38340,25.68,71.24,0,,
Boralesgamuwa UC,18/05/2017,MSW,27900,28.04,79.41,0,,
Boralesgamuwa UC,19/05/2017,MSW,37230,25.04,81.96,0,,
Boralesgamuwa UC,20/05/2017,MSW,42500,25.46,76.86,0,,
Boralesgamuwa UC,21/05/2017,MSW,17040,24.74,84.78,0,,
Boralesgamuwa UC,22/05/2017,MSW,26100,28.93,70.31,0,,
Boralesgamuwa UC,23/05/2017,MSW,33030,28.18,62.46,0,,
Boralesgamuwa UC,24/05/2017,MSW,25290,31.79,91.95,0,,
Boralesgamuwa UC,25/05/2017,MSW,17850,25.15,75.47,0,,
Boralesgamuwa UC,26/05/2017,MSW,27020,25.58,70.3,0,,
Boralesgamuwa UC,27/05/2017,MSW,28490,23.34,73.64,0,,
Boralesgamuwa UC,28/05/2017,MSW,16240,24.42,65,0,,
Boralesgamuwa UC,29/05/2017,MSW,33620,23.75,90.38,0,,
Boralesgamuwa UC,30/05/2017,MSW,30880,32.17,84.82,0,,
Boralesgamuwa UC,31/05/2017,MSW,39150,23.13,63.73,0,,
Boralesgamuwa UC,01/06/2017,MSW,31990,23.26,78.42,0,,
Boralesgamuwa UC,02/06/2017,MSW,20690,27.39,83.51,0,,
Boralesgamuwa UC,03/06/2017,MSW,30470,25.86,79.09,0,,
Boralesgamuwa UC,04/06/2017,MSW,45840,29.72,84,0,,
Boralesgamuwa UC,05/06/2017,MSW,30440,27.95,60.4,0,,
Boralesgamuwa UC,06/06/2017,MSW,31100,31.6,94.93,0,,
Boralesgamuwa UC,07/06/2017,MSW,20860,27,82.79,0,,
Boralesgamuwa UC,08/06/2017,MSW,12600,23.03,78.39,1,,
Boralesgamuwa UC,09/06/2017,MSW,39960,28.67,84.61,0,,
Boralesgamuwa UC,10/06/2017,MSW,29400,29.52,61.25,0,,
Boralesgamuwa UC,11/06/2017,MSW,33350,29.21,94.57,0,,
Boralesgamuwa UC,12/06/2017,MSW,40090,29.22,69.5,0,,
Boralesgamuwa UC,13/06/2017,MSW,33880,31.15,91.3,0,,
Boralesgamuwa UC,14/06/2017,MSW,34060,26.65,82.35,0,,
Boralesgamuwa UC,15/06/2017,MSW,30710,31.88,64.2,0,,
Boralesgamuwa UC,16/06/2017,MSW,25110,27.79,62.96,0,,
Boralesgamuwa UC,17/06/2017,MSW,30100,27.84,77.41,0,,
Boralesgamuwa UC,18/06/2017,MSW,18390,30.92,83.02,1,,
Boralesgamuwa UC,19/06/2017,MSW,33270,29.56,81.65,0,,
Boralesgamuwa UC,20/06/2017,MSW,35880,27.2,78.75,0,,
Boralesgamuwa UC,21/06/2017,MSW,23100,27.37,69.07,1,,
Boralesgamuwa UC,22/06/2017,MSW,29830,25.72,74.3,0,,
Boralesgamuwa UC,23/06/2017,MSW,24740,30.99,64.58,0,,
Boralesgamuwa UC,24/06/2017,MSW,9590,23.26,85.53,0,,
Boralesgamuwa UC,25/06/2017,MSW,4470,30.21,83.59,0,,
Boralesgamuwa UC,26/06/2017,MSW,32570,27.8,94.81,1,,
Boralesgamuwa UC,27/06/2017,MSW,36870,23.92,92.26,0,,
Boralesgamuwa UC,28/06/2017,MSW,35900,29.66,85.83,0,,
Boralesgamuwa UC,29/06/2017,MSW,34710,26.3,83.5,0,,
Boralesgamuwa UC,30/06/2017,MSW,33830,28.96,69.32,0,,
Boralesgamuwa UC,01/07/2017,MSW,27050,23.25,66.63,0,,
Boralesgamuwa UC,02/07/2017,MSW,36280,31.55,75.49,0,,
Boralesgamuwa UC,03/07/2017,MSW,38210,23.32,81.38,0,,
Boralesgamuwa UC,04/07/2017,MSW,35220,30.22,89.19,0,,
Boralesgamuwa UC,05/07/2017,MSW,25690,23.97,70.66,0,,
Boralesgamuwa UC,06/07/2017,MSW,33320,25.36,72.42,0,,
Boralesgamuwa UC,07/07/2017,MSW,24300,31.68,79.43,0,,
Boralesgamuwa UC,08/07/2017,MSW,12590,28.42,60.14,1,,
Boralesgamuwa UC,09/07/2017,MSW,27290,32.49,76.98,0,,
Boralesgamuwa UC,10/07/2017,MSW,28770,23.45,60.78,0,,
Boralesgamuwa UC,11/07/2017,MSW,24320,23.86,71.16,0,,
Boralesgamuwa UC,12/07/2017,MSW,31110,31.89,61.01,0,,
Boralesgamuwa UC,13/07/2017,MSW,29850,24.27,69.31,0,,
Boralesgamuwa UC,14/07/2017,MSW,33270,25.67,86.73,0,,
Boralesgamuwa UC,15/07/2017,MSW,28430,23.28,68.44,0,,
Boralesgamuwa UC,16/07/2017,MSW,25070,24.6,86.18,0,,
Boralesgamuwa UC,17/07/2017,MSW,16630,31.01,79.87,0,,
Boralesgamuwa UC,18/07/2017,MSW,22090,31.17,70.7,0,,
Boralesgamuwa UC,19/07/2017,MSW,21160,27.23,69.07,0,,
Boralesgamuwa UC,20/07/2017,MSW,26310,23.58,67.38,0,,
Boralesgamuwa UC,21/07/2017,MSW,22350,23.57,91.71,0,,
Boralesgamuwa UC,22/07/2017,MSW,26080,31.57,89.1,0,,
Boralesgamuwa UC,23/07/2017,MSW,16850,30.72,94.91,0,,
Boralesgamuwa UC,24/07/2017,MSW,15530,25.38,63.82,0,,
Boralesgamuwa UC,25/07/2017,MSW,35030,27.26,80.62,0,,
Boralesgamuwa UC,26/07/2017,MSW,32850,31.21,83.33,0,,
Boralesgamuwa UC,27/07/2017,MSW,20230,23.85,73.65,0,,
Boralesgamuwa UC,28/07/2017,MSW,26090,31.79,69.03,0,,
Boralesgamuwa UC,29/07/2017,MSW,22940,29.4,63.36,0,,
Boralesgamuwa UC,30/07/2017,MSW,25620,25.14,88.05,0,,
Boralesgamuwa UC,31/07/2017,MSW,25530,31.34,94.21,0,,
Boralesgamuwa UC,01/08/2017,MSW,0,32.43,87.69,0,,
Boralesgamuwa UC,02/08/2017,MSW,30560,31.77,68.27,0,,
Boralesgamuwa UC,03/08/2017,MSW,30410,26.13,66.61,0,,
Boralesgamuwa UC,04/08/2017,MSW,36020,32.45,75.06,0,,
Boralesgamuwa UC,05/08/2017,MSW,28450,28.74,77.63,0,,
Boralesgamuwa UC,06/08/2017,MSW,21940,30.85,87.65,0,,
Boralesgamuwa UC,07/08/2017,MSW,26710,29.18,73.7,1,,
Boralesgamuwa UC,08/08/2017,MSW,25290,24.69,84.97,0,,
Boralesgamuwa UC,09/08/2017,MSW,38680,30.18,69.89,0,,
Boralesgamuwa UC,10/08/2017,MSW,26320,28.16,62.9,0,,
Boralesgamuwa UC,11/08/2017,MSW,25680,29.06,73.97,0,,
Boralesgamuwa UC,12/08/2017,MSW,28310,23.31,75.69,0,,
Boralesgamuwa UC,13/08/2017,MSW,19410,24.94,71.62,0,,
Boralesgamuwa UC,14/08/2017,MSW,24440,30.23,75.08,1,,
Boralesgamuwa UC,15/08/2017,MSW,22450,23.22,77.93,0,,
Boralesgamuwa UC,16/08/2017,MSW,23020,26.15,68.51,0,,
Boralesgamuwa UC,17/08/2017,MSW,11130,26.48,79.34,0,,
Boralesgamuwa UC,18/08/2017,MSW,27700,32.13,74.29,0,,
Boralesgamuwa UC,19/08/2017,MSW,30260,24.58,72.6,0,,
Boralesgamuwa UC,20/08/2017,MSW,23280,28.21,62.32,0,,
Boralesgamuwa UC,21/08/2017,MSW,21490,30.6,71.64,0,,
Boralesgamuwa UC,22/08/2017,MSW,26170,23.55,73.57,0,,
Boralesgamuwa UC,23/08/2017,MSW,19260,24.13,90.99,0,,
Boralesgamuwa UC,24/08/2017,MSW,24680,28.28,76.09,0,,
Boralesgamuwa UC,25/08/2017,MSW,23320,27.55,63.91,1,,
Boralesgamuwa UC,26/08/2017,MSW,28360,23.63,63.8,0,,
Boralesgamuwa UC,27/08/2017,MSW,10580,27,65.47,0,,
Boralesgamuwa UC,28/08/2017,MSW,19730,31.59,74.46,0,,
Boralesgamuwa UC,29/08/2017,MSW,22180,30.56,67.4,0,,
Boralesgamuwa UC,30/08/2017,MSW,25480,31.29,79.58,0,,
Boralesgamuwa UC,31/08/2017,MSW,24440,30.79,93.64,0,,
Boralesgamuwa UC,01/09/2017,MSW,24210,28.03,73.18,0,,
Boralesgamuwa UC,02/09/2017,MSW,21960,24.64,92.72,1,,
Boralesgamuwa UC,03/09/2017,MSW,33470,26.26,74.48,0,,
Boralesgamuwa UC,04/09/2017,MSW,25240,25.89,87.56,0,,
Boralesgamuwa UC,05/09/2017,MSW,35770,27.49,66.99,1,,
Boralesgamuwa UC,06/09/2017,MSW,26280,26,68.65,0,,
Boralesgamuwa UC,07/09/2017,MSW,22300,23.96,74.61,0,,
Boralesgamuwa UC,08/09/2017,MSW,26860,30.08,93.03,0,,
Boralesgamuwa UC,09/09/2017,MSW,37890,24.78,79.85,0,,
Boralesgamuwa UC,10/09/2017,MSW,32400,24.44,93.42,0,,
Boralesgamuwa UC,11/09/2017,MSW,14750,23.25,77.6,0,,
Boralesgamuwa UC,12/09/2017,MSW,27540,31.79,88.14,0,,
Boralesgamuwa UC,13/09/2017,MSW,24420,32.77,65.87,0,,
Boralesgamuwa UC,14/09/2017,MSW,17070,27.18,75.92,0,,
Boralesgamuwa UC,15/09/2017,MSW,25530,23.11,78.48,0,,
Boralesgamuwa UC,16/09/2017,MSW,30190,25.03,78.63,0,,
Boralesgamuwa UC,17/09/2017,MSW,15400,26.34,80.68,0,,
Boralesgamuwa UC,18/09/2017,MSW,22960,32.44,76.64,0,,
Boralesgamuwa UC,19/09/2017,MSW,36640,32.03,64.95,0,,
Boralesgamuwa UC,20/09/2017,MSW,27900,24.53,61.74,0,,
Boralesgamuwa UC,21/09/2017,MSW,23240,29.04,66.67,1,,
Boralesgamuwa UC,22/09/2017,MSW,22870,30.44,82.5,0,,
Boralesgamuwa UC,23/09/2017,MSW,27040,23.72,76.72,1,,
Boralesgamuwa UC,24/09/2017,MSW,13960,23.94,90.93,0,,
Boralesgamuwa UC,25/09/2017,MSW,24470,26.08,87.36,0,,
Boralesgamuwa UC,26/09/2017,MSW,24240,30.25,62.61,0,,
Boralesgamuwa UC,27/09/2017,MSW,27100,24.03,62.45,0,,
Boralesgamuwa UC,28/09/2017,MSW,36700,27.68,74.52,0,,
Boralesgamuwa UC,29/09/2017,MSW,20670,25.49,94.36,0,,
Boralesgamuwa UC,30/09/2017,MSW,25790,23.11,92.51,1,,
Boralesgamuwa UC,01/10/2017,MSW,29820,26.67,70.41,0,,
Boralesgamuwa UC,02/10/2017,MSW,16370,23.9,90.58,0,,
Boralesgamuwa UC,03/10/2017,MSW,27150,25.52,60.23,0,,
Boralesgamuwa UC,04/10/2017,MSW,33540,31.99,94.47,0,,
Boralesgamuwa UC,05/10/2017,MSW,20800,31.32,82.47,1,,
Boralesgamuwa UC,06/10/2017,MSW,31960,32.68,64.68,0,,
Boralesgamuwa UC,07/10/2017,MSW,26370,32.52,79.22,0,,
Boralesgamuwa UC,08/10/2017,MSW,25020,24.89,82.12,0,,
Boralesgamuwa UC,09/10/2017,MSW,24010,27.03,66.23,0,,
Boralesgamuwa UC,10/10/2017,MSW,22320,28.11,86.33,0,,
Boralesgamuwa UC,11/10/2017,MSW,11970,31.8,94.86,0,,
Boralesgamuwa UC,12/10/2017,MSW,0,26.16,70.02,0,,
Boralesgamuwa UC,13/10/2017,MSW,30260,27.11,73.84,0,,
Boralesgamuwa UC,14/10/2017,MSW,31520,24.99,83.88,0,,
Boralesgamuwa UC,15/10/2017,MSW,14480,26.57,94.95,0,,
Boralesgamuwa UC,16/10/2017,MSW,17660,29.68,65.95,0,,
Boralesgamuwa UC,17/10/2017,MSW,31350,27.53,67.68,0,,
Boralesgamuwa UC,18/10/2017,MSW,23900,24.08,87.47,1,,
Boralesgamuwa UC,19/10/2017,MSW,18790,25.42,90.05,0,,
Boralesgamuwa UC,20/10/2017,MSW,38820,30.05,68,0,,
Boralesgamuwa UC,21/10/2017,MSW,31060,24.3,81.12,0,,
Boralesgamuwa UC,22/10/2017,MSW,12390,23.27,88.07,0,,
Boralesgamuwa UC,23/10/2017,MSW,21430,24.31,88.04,0,,
Boralesgamuwa UC,24/10/2017,MSW,19720,26.23,74.07,0,,
Boralesgamuwa UC,25/10/2017,MSW,28990,26.93,70.75,0,,
Boralesgamuwa UC,26/10/2017,MSW,26910,24.23,87.79,0,,
Boralesgamuwa UC,27/10/2017,MSW,23590,28.3,94.48,0,,
Boralesgamuwa UC,28/10/2017,MSW,29440,26.53,66.76,0,,
Boralesgamuwa UC,29/10/2017,MSW,13540,29.67,76.82,0,,
Boralesgamuwa UC,30/10/2017,MSW,41370,25.77,91.72,0,,
Boralesgamuwa UC,31/10/2017,MSW,36320,26.91,80.97,0,,
Boralesgamuwa UC,01/11/2017,MSW,27410,31.93,78.77,0,,
Boralesgamuwa UC,02/11/2017,MSW,20300,27.19,83.56,0,,
Boralesgamuwa UC,03/11/2017,MSW,21170,31.22,61.01,1,,
Boralesgamuwa UC,04/11/2017,MSW,36950,24.94,66.37,0,,
Boralesgamuwa UC,05/11/2017,MSW,13020,30.73,78.39,0,,
Boralesgamuwa UC,06/11/2017,MSW,23690,24.05,61.2,0,,
Boralesgamuwa UC,07/11/2017,MSW,22030,31.86,82.02,0,,
Boralesgamuwa UC,08/11/2017,MSW,27960,24.97,90.8,0,,
Boralesgamuwa UC,09/11/2017,MSW,29370,27.89,68.51,0,,
Boralesgamuwa UC,10/11/2017,MSW,13370,28.85,72.95,0,,
Boralesgamuwa UC,11/11/2017,MSW,21990,28.77,68.25,0,,
Boralesgamuwa UC,12/11/2017,MSW,27210,29.77,88.73,0,,
Boralesgamuwa UC,13/11/2017,MSW,24080,27.36,70.77,0,,
Boralesgamuwa UC,14/11/2017,MSW,32490,32.98,83.71,0,,
Boralesgamuwa UC,15/11/2017,MSW,31760,23.3,61.67,0,,
Boralesgamuwa UC,16/11/2017,MSW,30520,31.58,85.4,0,,
Boralesgamuwa UC,17/11/2017,MSW,30090,23.6,64.44,0,,
Boralesgamuwa UC,18/11/2017,MSW,32390,31.5,89.2,0,,
Boralesgamuwa UC,19/11/2017,MSW,18320,30.46,94.8,0,,
Boralesgamuwa UC,20/11/2017,MSW,27220,29.91,82.42,0,,
Boralesgamuwa UC,21/11/2017,MSW,28970,25.05,76.52,0,,
Boralesgamuwa UC,22/11/2017,MSW,32820,24.54,88.95,0,,
Boralesgamuwa UC,23/11/2017,MSW,20240,24.13,67.15,0,,
Boralesgamuwa UC,24/11/2017,MSW,18480,32.15,92.8,0,,
Boralesgamuwa UC,25/11/2017,MSW,23040,29.65,80.04,0,,
Boralesgamuwa UC,26/11/2017,MSW,13730,26.85,74.57,0,,
Boralesgamuwa UC,27/11/2017,MSW,24010,25.42,81.11,0,,
Boralesgamuwa UC,28/11/2017,MSW,31060,31.96,60.01,0,,
Boralesgamuwa UC,29/11/2017,MSW,22710,28.54,73.37,0,,
Boralesgamuwa UC,30/11/2017,MSW,2480,29.3,65.99,0,,
Boralesgamuwa UC,01/12/2017,MSW,28060,25.44,71.12,1,,
Boralesgamuwa UC,02/12/2017,MSW,20810,24.51,92.11,0,,
Boralesgamuwa UC,03/12/2017,MSW,14440,29.65,60.81,1,,
Boralesgamuwa UC,04/12/2017,MSW,47600,27.9,84.78,0,,
Boralesgamuwa UC,05/12/2017,MSW,26670,28.95,71.18,0,,
Boralesgamuwa UC,06/12/2017,MSW,32930,28.05,66.26,0,,
Boralesgamuwa UC,07/12/2017,MSW,24540,24.71,81.89,0,,
Boralesgamuwa UC,08/12/2017,MSW,23700,32.16,62.41,0,,
Boralesgamuwa UC,09/12/2017,MSW,28280,27.71,70.56,0,,
Boralesgamuwa UC,10/12/2017,MSW,17500,23.73,63.84,0,,
Boralesgamuwa UC,11/12/2017,MSW,8880,23.15,65.42,0,,
Boralesgamuwa UC,12/12/2017,MSW,26860,28.13,79.68,0,,
Boralesgamuwa UC,13/12/2017,MSW,37530,24.67,79.9,0,,
Boralesgamuwa UC,14/12/2017,MSW,35930,32.13,79.47,0,,
Boralesgamuwa UC,15/12/2017,MSW,31870,30.09,64.3,0,,
Boralesgamuwa UC,16/12/2017,MSW,35450,25.23,73.01,0,,
Boralesgamuwa UC,17/12/2017,MSW,17900,26.31,62.45,0,,
Boralesgamuwa UC,18/12/2017,MSW,31190,23.68,81.3,0,,
Boralesgamuwa UC,19/12/2017,MSW,33310,26.87,84.1,0,,
Boralesgamuwa UC,20/12/2017,MSW,23680,32.59,77.35,0,,
Boralesgamuwa UC,21/12/2017,MSW,14600,24.58,83.76,1,,
Boralesgamuwa UC,22/12/2017,MSW,20690,27.81,94.88,0,,
Boralesgamuwa UC,23/12/2017,MSW,30010,26.94,68.28,0,,
Boralesgamuwa UC,24/12/2017,MSW,20760,27.67,91.52,1,,
Boralesgamuwa UC,25/12/2017,MSW,19440,24.13,83.87,1,,
Boralesgamuwa UC,26/12/2017,MSW,32050,24.6,78.38,0,,
Boralesgamuwa UC,27/12/2017,MSW,25190,26.25,84.49,0,,
Boralesgamuwa UC,28/12/2017,MSW,38620,31.76,84.82,0,,
Boralesgamuwa UC,29/12/2017,MSW,28800,27.66,94.24,0,,
Boralesgamuwa UC,30/12/2017,MSW,37930,27.48,89.84,0,,
Boralesgamuwa UC,31/12/2017,MSW,20520,26.38,70.74,0,,
Boralesgamuwa UC,01/01/2018,MSW,12080,29.71,81.49,1,,
Boralesgamuwa UC,02/01/2018,MSW,28150,24.48,75.98,0,,
Boralesgamuwa UC,03/01/2018,MSW,18170,24.35,79.53,0,,
Boralesgamuwa UC,04/01/2018,MSW,20020,25.93,73.21,0,,
Boralesgamuwa UC,05/01/2018,MSW,36260,31.29,93.08,0,,
Boralesgamuwa UC,06/01/2018,MSW,34630,32.89,64.1,0,,
Boralesgamuwa UC,07/01/2018,MSW,21820,28.16,77.32,0,,
Boralesgamuwa UC,08/01/2018,MSW,22790,24.09,83.15,0,,
Boralesgamuwa UC,09/01/2018,MSW,24010,24.91,77.16,0,,
Boralesgamuwa UC,10/01/2018,MSW,13050,30.84,87.91,0,,
Boralesgamuwa UC,11/01/2018,MSW,16440,25.29,82.26,0,,
Boralesgamuwa UC,12/01/2018,MSW,22810,25.2,83.03,0,,
Boralesgamuwa UC,13/01/2018,MSW,22811,26.2,84.03,0,,
Boralesgamuwa UC,14/01/2018,MSW,22812,27.2,85.03,1,,
Boralesgamuwa UC,15/01/2018,MSW,22813,28.2,86.03,1,,
Boralesgamuwa UC,16/01/2018,MSW,22814,29.2,87.03,0,,
Boralesgamuwa UC,17/01/2018,MSW,22815,30.2,88.03,0,,
Boralesgamuwa UC,18/01/2018,MSW,22816,31.2,89.03,0,,
Boralesgamuwa UC,19/01/2018,MSW,22817,32.2,90.03,0,,
Boralesgamuwa UC,20/01/2018,MSW,22818,33.2,91.03,0,,
Boralesgamuwa UC,21/01/2018,MSW,22819,34.2,92.03,0,,
Boralesgamuwa UC,22/01/2018,MSW,22820,35.2,93.03,0,,
Boralesgamuwa UC,23/01/2018,MSW,28430,32.6,64.42,0,,
Boralesgamuwa UC,24/01/2018,MSW,37540,23.96,65.8,0,,
Boralesgamuwa UC,25/01/2018,MSW,28120,32.4,77.16,0,,
Boralesgamuwa UC,26/01/2018,MSW,30030,26.52,63.66,0,,
Boralesgamuwa UC,27/01/2018,MSW,16630,27.56,89.07,0,,
Boralesgamuwa UC,28/01/2018,MSW,13830,27.22,73.5,0,,
Boralesgamuwa UC,29/01/2018,MSW,25290,26.04,93.86,0,,
Boralesgamuwa UC,30/01/2018,MSW,31200,27.64,64.67,0,,
Boralesgamuwa UC,31/01/2018,MSW,19750,24.16,65.86,1,,
Boralesgamuwa UC,01/02/2018,MSW,8540,31.92,89.22,0,,
Boralesgamuwa UC,02/02/2018,MSW,22960,32.26,67.59,0,,
Boralesgamuwa UC,03/02/2018,MSW,36360,32.64,62.78,0,,
Boralesgamuwa UC,04/02/2018,MSW,12490,26.05,94.13,1,,
Boralesgamuwa UC,05/02/2018,MSW,39530,26.96,86.83,0,,
Boralesgamuwa UC,06/02/2018,MSW,27340,27.73,85.3,0,,
Boralesgamuwa UC,07/02/2018,MSW,9790,25.93,69.68,0,,
Boralesgamuwa UC,08/02/2018,MSW,10860,25.98,69.39,0,,
